long,interface_used,service_name,status,title,agency_sent_datetime,service_request_id,updated_datetime,media_url,detail,description,lat,service_code,requested_datetime,agency_responsible.recipient,requestor_name,comment_count
-0.037959,desktop,Fly-Tipping,open,Fridge dumped on pavement next to 95 Hurstbourne Road,2021-08-05T12:44:55+01:00,2916313,2021-08-05T12:44:55+01:00,,Fridge dumped on pavement next to 95 Hurstbourne Road SE 23 2AQ,Fridge dumped on pavement next to 95 Hurstbourne Road: Fridge dumped on pavement next to 95 Hurstbourne Road SE 23 2AQ,51.438225,Fly-Tipping,2021-08-05T12:44:40+01:00,['Lewisham Borough Council'],,
-0.038453,desktop,Fly-Tipping,open,Rubbish on pavement 84 Hurstbourne Road,2021-08-05T12:43:02+01:00,2916307,2021-08-05T12:43:02+01:00,,"Rubbish dumped on pavement outside 84 Hurstbourne Road SE23 2AQ - drawers, weights and other items.","Rubbish on pavement 84 Hurstbourne Road: Rubbish dumped on pavement outside 84 Hurstbourne Road SE23 2AQ - drawers, weights and other items.",51.438212,Fly-Tipping,2021-08-05T12:43:00+01:00,['Lewisham Borough Council'],,
-0.058286,mobile,Fly-Tipping,open,Mounds of rubbish,2021-08-05T12:09:31+01:00,2916179,2021-08-05T12:09:31+01:00,https://www.fixmystreet.com/photo/2916179.0.full.jpeg?ea214322,Someone has left a mountain of rubbish,Mounds of rubbish: Someone has left a mountain of rubbish,51.43537,Fly-Tipping,2021-08-05T12:09:25+01:00,['Lewisham Borough Council'],,
-0.039939,mobile,Fly-Tipping,open,Sofa seats thrown out,2021-08-05T12:09:10+01:00,2916183,2021-08-05T12:09:10+01:00,,"Gladiator Street. Please collect big sofa covers thrown on pavement and left there. Makes road look intidy inside attracts more rubbush to be thrown out by residents.

Thank you.","Sofa seats thrown out: Gladiator Street. Please collect big sofa covers thrown on pavement and left there. Makes road look intidy inside attracts more rubbush to be thrown out by residents.

Thank you.",51.448256,Fly-Tipping,2021-08-05T12:08:56+01:00,['Lewisham Borough Council'],,
-0.040602,iOS,Roads/Highways,open,Bollard knocked over,2021-08-05T10:22:20+01:00,2915801,2021-08-05T10:22:20+01:00,https://www.fixmystreet.com/photo/2915801.0.full.jpeg?1bb99134,Bollard at end of parbury road knocked over,Bollard knocked over: Bollard at end of parbury road knocked over,51.450223,Roads/Highways,2021-08-05T10:22:06+01:00,['Lewisham Borough Council'],,
0.010158,desktop,Parks/Landscapes,open,Over grown grassed areas,2021-08-05T09:59:55+01:00,2915701,2021-08-17T15:59:17+01:00,https://www.fixmystreet.com/photo/2915701.0.full.jpeg?d6eb79f3,"The slip road between capstone road and moorside road (opposite the church) is over grown, the last time this was cut was around April, also corners on adjacent roads are over grown. when an we expect this to be cut.","Over grown grassed areas: The slip road between capstone road and moorside road (opposite the church) is over grown, the last time this was cut was around April, also corners on adjacent roads are over grown. when an we expect this to be cut.",51.427409,Parks/Landscapes,2021-08-05T09:59:38+01:00,['Lewisham Borough Council'],,1.0
-0.039917,mobile,Street Cleaning,open,Rubbish all over after bin men emptied bins,2021-08-05T09:54:34+01:00,2915678,2021-08-05T09:54:34+01:00,,Gladiator Street Plesse send road sweeper as pavements littered after bins collection.. pavements worse with rubbish flying around. Thank you.,Rubbish all over after bin men emptied bins: Gladiator Street Plesse send road sweeper as pavements littered after bins collection.. pavements worse with rubbish flying around. Thank you.,51.44835,Street Cleaning,2021-08-05T09:54:28+01:00,['Lewisham Borough Council'],,
-0.023424,iOS,Fly-Tipping,open,Boris bike left,2021-08-05T09:43:03+01:00,2915636,2021-08-05T09:43:03+01:00,https://www.fixmystreet.com/photo/2915636.0.full.jpeg?47a58b99,Please remove the dumped Boris bike ASAP as it is blocking the pavement. Thanks,Boris bike left: Please remove the dumped Boris bike ASAP as it is blocking the pavement. Thanks,51.448988,Fly-Tipping,2021-08-05T09:43:02+01:00,['Lewisham Borough Council'],,
-0.032874,iOS,Rubbish (refuse and recycling),open,Terrible smell!,2021-08-05T09:30:28+01:00,2915583,2021-08-05T09:30:28+01:00,https://www.fixmystreet.com/photo/2915583.0.full.jpeg?27d3ee9c,Must be something rotting?,Terrible smell!: Must be something rotting?,51.470275,Rubbish (refuse and recycling),2021-08-05T09:30:15+01:00,['Lewisham Borough Council'],,
-0.000946,mobile,Tree,open,Hedge overgrowing and obstructing pavement 14 Torridon Road,2021-08-05T08:26:50+01:00,2915439,2021-08-05T08:26:50+01:00,,The hedges of this tenanted house on Torridon Road have not been cut and are growing out across the pavement. Cars park with 2 wheels on the pavement so the space for pedestrians is getting more and more limited,Hedge overgrowing and obstructing pavement 14 Torridon Road: The hedges of this tenanted house on Torridon Road have not been cut and are growing out across the pavement. Cars park with 2 wheels on the pavement so the space for pedestrians is getting more and more limited,51.446637,Tree,2021-08-05T08:26:49+01:00,['Lewisham Borough Council'],,
-0.059036,iOS,Fly-Tipping,open,Mattress,2021-08-05T08:22:46+01:00,2915427,2021-08-05T08:22:46+01:00,https://www.fixmystreet.com/photo/2915427.0.full.jpeg?306e8c92,Dumped mattress,Mattress: Dumped mattress,51.427105,Fly-Tipping,2021-08-05T08:22:43+01:00,['Lewisham Borough Council'],,
-0.015295,Android,Fly-Tipping,open,Rubbish on pavement,2021-08-05T06:41:40+01:00,2914618,2021-08-05T06:41:40+01:00,https://www.fixmystreet.com/photo/2914618.0.full.jpeg?2377a924,Old furniture and other junk on pavement,Rubbish on pavement: Old furniture and other junk on pavement,51.446947,Fly-Tipping,2021-08-05T06:41:39+01:00,['Lewisham Borough Council'],,
-0.001414,Android,Fly-Tipping,open,Fly tipped mattress,2021-08-04T22:36:58+01:00,2915185,2021-08-04T22:36:58+01:00,,Flytipped mattress. At entrance to woodland walk,Fly tipped mattress: Flytipped mattress. At entrance to woodland walk,51.428499,Fly-Tipping,2021-08-04T22:36:57+01:00,['Lewisham Borough Council'],,
0.021762,Android,Tree,open,Tree dangerous almost fallen,2021-08-04T22:28:45+01:00,2915172,2021-08-04T22:28:45+01:00,,One of the road side trees is at 45o to the road. Extremely dangerous could come down at any time and potentially kill anyone passing by,Tree dangerous almost fallen: One of the road side trees is at 45o to the road. Extremely dangerous could come down at any time and potentially kill anyone passing by,51.447174,Tree,2021-08-04T22:28:40+01:00,['Lewisham Borough Council'],,
0.010757,mobile,Fly-Tipping,open,Someone has left an excise bike outside our house on the pavement,2021-08-04T22:22:03+01:00,2914313,2021-08-04T22:22:03+01:00,,A excise bike has been left on the pavement outside our house 12a southbrook road SE12 8LQ I have move it to the edge of our driveway,Someone has left an excise bike outside our house on the pavement: A excise bike has been left on the pavement outside our house 12a southbrook road SE12 8LQ I have move it to the edge of our driveway,51.451036,Fly-Tipping,2021-08-04T22:21:57+01:00,['Lewisham Borough Council'],,
-0.052339,desktop,Car Parking,open,Bikes repair shop in residential area,2021-08-04T21:17:42+01:00,2915080,2021-08-04T21:17:42+01:00,,Noise and pollution every day around o'clock at 64 Farrow Lane.,Bikes repair shop in residential area: Noise and pollution every day around o'clock at 64 Farrow Lane.,51.479537,Car Parking,2021-08-04T21:17:37+01:00,['Lewisham Borough Council'],,
-0.02869,Android,Fly-Tipping,open,Mattress,2021-08-04T20:48:54+01:00,2914655,2021-08-04T20:48:54+01:00,https://www.fixmystreet.com/photo/2914655.0.full.jpeg?c69244ae,Mattress and mop on street,Mattress: Mattress and mop on street,51.464942,Fly-Tipping,2021-08-04T20:48:52+01:00,['Lewisham Borough Council'],,
-0.019551,iOS,Fly-Tipping,open,Dumped rubbish and house hold items,2021-08-04T20:12:01+01:00,2912416,2021-08-04T20:12:01+01:00,https://www.fixmystreet.com/photo/2912416.0.full.jpeg?66f106ce,"Dumped rubbish and house hold items at the end of Aitken Road, SE6.","Dumped rubbish and house hold items: Dumped rubbish and house hold items at the end of Aitken Road, SE6.",51.437448,Fly-Tipping,2021-08-04T20:11:58+01:00,['Lewisham Borough Council'],,
-0.024737,mobile,Fly-Tipping,open,Cardboard boxes dumped,2021-08-04T19:58:04+01:00,2914932,2021-08-04T19:58:04+01:00,https://www.fixmystreet.com/photo/2914932.0.full.jpeg?cb3626bd,Flattened cardboard boxes dumped under tree outside 39/41 Mary Ann Gardens.,Cardboard boxes dumped: Flattened cardboard boxes dumped under tree outside 39/41 Mary Ann Gardens.,51.48019,Fly-Tipping,2021-08-04T19:58:01+01:00,['Lewisham Borough Council'],,
-0.024536,mobile,Fly-Tipping,open,Mattress dumped,2021-08-04T19:53:57+01:00,2914926,2021-08-04T19:53:57+01:00,https://www.fixmystreet.com/photo/2914926.0.full.jpeg?c39e2297,Mattress dumped under balcony between 41 and 43 Mary Ann Gardens.,Mattress dumped: Mattress dumped under balcony between 41 and 43 Mary Ann Gardens.,51.480246,Fly-Tipping,2021-08-04T19:53:46+01:00,['Lewisham Borough Council'],,
-0.022988,Android,Tree,open,Bush blocking sidewalk,2021-08-04T19:28:29+01:00,2914878,2021-08-04T19:28:29+01:00,https://www.fixmystreet.com/photo/2914878.0.full.jpeg?ba68544b,"There is a butterfly bush blocking the only sidewalk at Thomas Lane near Catford Bridge.

Thanks in advance","Bush blocking sidewalk: There is a butterfly bush blocking the only sidewalk at Thomas Lane near Catford Bridge.

Thanks in advance",51.445297,Tree,2021-08-04T19:28:18+01:00,['Lewisham Borough Council'],,
-0.004251,iOS,Fly-Tipping,open,Broken glass,2021-08-04T18:59:54+01:00,2914819,2021-08-04T18:59:54+01:00,https://www.fixmystreet.com/photo/2914819.0.full.jpeg?fe1174ca,Broken glass all over the foot path. Dangerous to dogs and kids,Broken glass: Broken glass all over the foot path. Dangerous to dogs and kids,51.436101,Fly-Tipping,2021-08-04T18:59:53+01:00,['Lewisham Borough Council'],Lucie Walsh,
-0.004251,desktop,Fly-Tipping,open,"3 item items - one large chair, its cushion and box of toys",2021-08-04T18:51:51+01:00,2914803,2021-08-04T18:51:51+01:00,https://www.fixmystreet.com/photo/2914803.0.full.jpeg?ed121ef6,"This large leather brown chair was left at the front of the Squirrels around 2 months ago. It also has a large cushion or foot rest with the chair. There is a box of children's toys too. Someone has just dumped these items at the front of the Squirrels by the bus stop, behind the large oak tree.","3 item items - one large chair, its cushion and box of toys: This large leather brown chair was left at the front of the Squirrels around 2 months ago. It also has a large cushion or foot rest with the chair. There is a box of children's toys too. Someone has just dumped these items at the front of the Squirrels by the bus stop, behind the large oak tree.",51.462777,Fly-Tipping,2021-08-04T18:51:48+01:00,['Lewisham Borough Council'],,
-0.017761,mobile,Potholes,open,Very large and deep pot hole,2021-08-04T18:38:06+01:00,2914761,2021-08-04T18:38:06+01:00,https://www.fixmystreet.com/photo/2914761.0.full.jpeg?acaa9089,Pot hole been here for ages,Very large and deep pot hole: Pot hole been here for ages,51.419556,Potholes,2021-08-04T18:38:03+01:00,['Lewisham Borough Council'],,
-0.046588,desktop,Fly-Tipping,open,Mattress still there but report has been closed as completed which is not ther case,2021-08-04T18:07:46+01:00,2914707,2021-08-04T18:07:46+01:00,,Someone is using the overgrown trees in the road to dump mattress's behind tree's at night this is going on almost every day/night,Mattress still there but report has been closed as completed which is not ther case: Someone is using the overgrown trees in the road to dump mattress's behind tree's at night this is going on almost every day/night,51.435974,Fly-Tipping,2021-08-04T18:07:30+01:00,['Lewisham Borough Council'],,
-0.019826,iOS,Fly-Tipping,open,Flytipped household rubbish,2021-08-04T13:58:00+01:00,2914003,2021-08-04T13:58:00+01:00,https://www.fixmystreet.com/photo/2914003.0.full.jpeg?900d27dc,"Someone has flytipped a huge amount of household waste onto the pavement of the high street. It’s attracting flies, foxes and rodents.","Flytipped household rubbish: Someone has flytipped a huge amount of household waste onto the pavement of the high street. It’s attracting flies, foxes and rodents.",51.445584,Fly-Tipping,2021-08-04T13:57:58+01:00,['Lewisham Borough Council'],Aurelia Long,
-0.049452,iOS,Fly-Tipping,open,Fly tipping,2021-08-04T13:04:04+01:00,2913842,2021-08-04T13:04:04+01:00,https://www.fixmystreet.com/photo/2913842.0.full.jpeg?4f906825,Dangerous to pedestrians and children,Fly tipping: Dangerous to pedestrians and children,51.488226,Fly-Tipping,2021-08-04T13:04:01+01:00,['Lewisham Borough Council'],,
-0.026633,iOS,Fly-Tipping,open,Fly tipping again of fridges and freezers,2021-08-04T11:39:14+01:00,2913582,2021-08-04T11:39:14+01:00,https://www.fixmystreet.com/photo/2913582.0.full.jpeg?03914fdc,"Fly tipping again of fridges and freezers I reported on Saturday to the dustcart that collected all the fly tipping rubbish, he said he would report the fridges and freezers but it’s still sitting there… It been there for over one month now and needs to be gone… We hate looking at this fly tipping rubbish being dumped out side directly across the road from our house… something needs to be done to stop this…","Fly tipping again of fridges and freezers: Fly tipping again of fridges and freezers I reported on Saturday to the dustcart that collected all the fly tipping rubbish, he said he would report the fridges and freezers but it’s still sitting there… It been there for over one month now and needs to be gone… We hate looking at this fly tipping rubbish being dumped out side directly across the road from our house… something needs to be done to stop this…",51.42854,Fly-Tipping,2021-08-04T11:39:10+01:00,['Lewisham Borough Council'],,
-0.011847,iOS,Fly-Tipping,open,Fly tipping,2021-08-04T11:12:40+01:00,2913491,2021-08-04T11:12:40+01:00,https://www.fixmystreet.com/photo/2913491.0.full.jpeg?2d742dad,Consistent fly tipping at Longbridge Way,Fly tipping: Consistent fly tipping at Longbridge Way,51.456661,Fly-Tipping,2021-08-04T11:12:39+01:00,['Lewisham Borough Council'],,
-0.024539,mobile,Roads/Highways,open,Footpath blocked,2021-08-04T11:06:18+01:00,2913484,2021-08-04T11:06:18+01:00,,Footpath blocked by overgrown tree outside 79 Kind Alfred avenue. This problem has been reported several times over the past year but no action taken.,Footpath blocked: Footpath blocked by overgrown tree outside 79 Kind Alfred avenue. This problem has been reported several times over the past year but no action taken.,51.432244,Roads/Highways,2021-08-04T11:06:16+01:00,['Lewisham Borough Council'],,
-0.023912,mobile,Roads/Highways,open,Blocked footpath,2021-08-04T11:02:41+01:00,2913461,2021-08-04T11:02:41+01:00,,"Footpath completely blocked by building materials, also builders dry cutting stone covering everything and everyone on opposite footpath.","Blocked footpath: Footpath completely blocked by building materials, also builders dry cutting stone covering everything and everyone on opposite footpath.",51.433563,Roads/Highways,2021-08-04T11:02:39+01:00,['Lewisham Borough Council'],,
-0.039867,desktop,Tree,open,Overhanging trees and bushes blocking pavement,2021-08-04T10:08:23+01:00,2913301,2021-08-04T10:08:23+01:00,,Overhanging trees and bushes blocking pavement where the old British Legion site is at junction of Buckthorne Road and Eddystone Road. Not sure whose responsibility maintenance is. Thank you,Overhanging trees and bushes blocking pavement: Overhanging trees and bushes blocking pavement where the old British Legion site is at junction of Buckthorne Road and Eddystone Road. Not sure whose responsibility maintenance is. Thank you,51.454217,Tree,2021-08-04T10:08:16+01:00,['Lewisham Borough Council'],,
-0.039996,desktop,Fly-Tipping,open,Fridge dumped on pavement at top of Bartram Road near junction with Buckthorne Road SE4,2021-08-04T10:06:47+01:00,2913292,2021-08-04T10:06:47+01:00,,Fridge dumped on pavement at top of Bartram Road near junction with Buckthorne Road SE4,Fridge dumped on pavement at top of Bartram Road near junction with Buckthorne Road SE4: Fridge dumped on pavement at top of Bartram Road near junction with Buckthorne Road SE4,51.453107,Fly-Tipping,2021-08-04T10:06:26+01:00,['Lewisham Borough Council'],,
-0.045333,mobile,Fly-Tipping,open,Abandoned mattress,2021-08-04T09:19:15+01:00,2913139,2021-08-22T19:38:29+01:00,https://www.fixmystreet.com/photo/2913139.0.full.jpeg?e39b7e4c,Abandoned mattress,Abandoned mattress: Abandoned mattress,51.447477,Fly-Tipping,2021-08-04T09:19:09+01:00,['Lewisham Borough Council'],,1.0
-0.03988,iOS,Fly-Tipping,open,Old fridge dumped on pavement,2021-08-04T09:17:15+01:00,2913134,2021-09-01T09:41:34+01:00,https://www.fixmystreet.com/photo/2913134.0.full.jpeg?c052d610,Fridge dumped on corner of brockley rise and gladiator street,Old fridge dumped on pavement: Fridge dumped on corner of brockley rise and gladiator street,51.448778,Fly-Tipping,2021-08-04T09:17:14+01:00,['Lewisham Borough Council'],,
-0.007063,iOS,Fly-Tipping,open,Mattress dumped,2021-08-04T09:06:35+01:00,2913100,2021-08-04T09:06:35+01:00,https://www.fixmystreet.com/photo/2913100.0.full.jpeg?f4ae9cb9,Pls see photos. Two mattress dumped on Lanier road,Mattress dumped: Pls see photos. Two mattress dumped on Lanier road,51.451948,Fly-Tipping,2021-08-04T09:06:32+01:00,['Lewisham Borough Council'],,
-0.016123,Android,Fly-Tipping,open,General Rubbish,2021-08-04T08:57:29+01:00,2913068,2021-08-04T08:57:29+01:00,https://www.fixmystreet.com/photo/2913068.0.full.jpeg?3fc4bcb7,Builders bag & shopping wheelie trolley dumped on Marsala Rd near the junction with Algernon Rd. Favourite spot for those that can't be bothered to go to the rubbish tip.,General Rubbish: Builders bag & shopping wheelie trolley dumped on Marsala Rd near the junction with Algernon Rd. Favourite spot for those that can't be bothered to go to the rubbish tip.,51.46124,Fly-Tipping,2021-08-04T08:57:19+01:00,['Lewisham Borough Council'],,
-0.039923,desktop,Fly-Tipping,open,Fly tipped wooden pallets,2021-08-04T08:24:11+01:00,2912972,2021-08-04T08:24:11+01:00,,"Someone has fly tipped several wooden pallets close to the big blue bin on the corner of Revelon Road. Some of them are leaning against a tree, but they ay become a hazard for children. Fly tipping regularly occurs in that area - better signage warning against this is needed.","Fly tipped wooden pallets: Someone has fly tipped several wooden pallets close to the big blue bin on the corner of Revelon Road. Some of them are leaning against a tree, but they ay become a hazard for children. Fly tipping regularly occurs in that area - better signage warning against this is needed.",51.463811,Fly-Tipping,2021-08-04T08:24:09+01:00,['Lewisham Borough Council'],,
-0.039923,desktop,Car Parking,open,Car parking on the double yellow lines,2021-08-04T08:21:09+01:00,2912969,2021-08-04T08:21:09+01:00,,There is almost constant car parking on the double yellow lines towards the corner of Revelon Road.,Car parking on the double yellow lines: There is almost constant car parking on the double yellow lines towards the corner of Revelon Road.,51.463811,Car Parking,2021-08-04T08:21:08+01:00,['Lewisham Borough Council'],,
-0.045402,iOS,Fly-Tipping,open,Mattress Flytip,2021-08-04T08:15:19+01:00,2912958,2021-08-04T08:15:19+01:00,,Mattress Flytip,Mattress Flytip: Mattress Flytip,51.47645,Fly-Tipping,2021-08-04T08:15:16+01:00,['Lewisham Borough Council'],,
-0.038911,mobile,Graffiti (Offensive),open,Graffiti on pathway,2021-08-04T07:27:34+01:00,2912862,2021-08-04T07:27:34+01:00,,"Graffiti on pathway, potentially politically/racially motivated.","Graffiti on pathway: Graffiti on pathway, potentially politically/racially motivated.",51.427606,Graffiti (Offensive),2021-08-04T07:27:30+01:00,['Lewisham Borough Council'],,
0.007438,mobile,Abandoned vehicles,open,No Mot or tax,2021-08-03T23:03:31+01:00,2912650,2021-08-03T23:03:31+01:00,,Also leaking oil please remove been there over a year,No Mot or tax: Also leaking oil please remove been there over a year,51.428161,Abandoned vehicles,2021-08-03T23:03:29+01:00,['Lewisham Borough Council'],,
-0.044917,desktop,Tree,open,Trees require trimming/ cutting back,2021-08-01T17:00:39+01:00,2906366,2021-08-15T14:06:18+01:00,,Trees between Pincott Place and Hanford close dangerously overhanging properties and blocking sunlight.,Trees require trimming/ cutting back: Trees between Pincott Place and Hanford close dangerously overhanging properties and blocking sunlight.,51.461244,Tree,2021-08-01T17:00:38+01:00,['Lewisham Borough Council'],,2.0
-0.008174,mobile,Fly-Tipping,open,Fly-tipping just inside tree-line,2021-07-25T10:42:59+01:00,2888969,2021-08-10T14:54:18+01:00,https://www.fixmystreet.com/photo/2888969.0.full.jpeg?fc85fb04,Fly-tipping just inside tree-line here: garden waste in black bags/ other items. See second photo for location.,Fly-tipping just inside tree-line: Fly-tipping just inside tree-line here: garden waste in black bags/ other items. See second photo for location.,51.469166,Fly-Tipping,2021-07-25T10:42:55+01:00,['Lewisham Borough Council'],,4.0
-0.00856,mobile,Fly-Tipping,open,Awful fly-tipping underneath large trees,2021-07-25T10:39:58+01:00,2888962,2021-08-15T10:46:31+01:00,https://www.fixmystreet.com/photo/2888962.0.full.jpeg?8901b0b5,"Awful fly-tipping underneath large trees here: branches/ landscape gardening waste, domestic waste/ litter.","Awful fly-tipping underneath large trees: Awful fly-tipping underneath large trees here: branches/ landscape gardening waste, domestic waste/ litter.",51.469497,Fly-Tipping,2021-07-25T10:39:58+01:00,['Lewisham Borough Council'],,7.0
-0.046525,desktop,Tree,open,Every tree in Aylward Road is now a big problem,2021-07-22T17:11:25+01:00,2883960,2021-08-19T17:50:12+01:00,https://www.fixmystreet.com/photo/2883960.0.full.jpeg?5d76dd36,All the tree's in Aylward have become a danger they are so overgrown the branches are so low they are almost touching my car also people walk into them when are Lewisham going to sort these tree's out ?,Every tree in Aylward Road is now a big problem: All the tree's in Aylward have become a danger they are so overgrown the branches are so low they are almost touching my car also people walk into them when are Lewisham going to sort these tree's out ?,51.435911,Tree,2021-07-22T17:11:24+01:00,['Lewisham Borough Council'],,1.0
-0.034792,desktop,Missed Collection,open,Missed recycling collection,2021-07-21T17:10:37+01:00,2881104,2021-07-21T17:10:37+01:00,,"Our main recycling bin has been full for over 10 days now. It was full before it was marked as contaminated over a week ago. Pinnacle have confirmed that they do not deal with these issues and they should be reported to Lewisham Council. Lewisham Council has said the opposite. For 15 months our block has lacked recycling capacity so we continue to dispose of recyclables in the normal waste bins. Neither Lewisham Council or Pinnacle seem to be accountable. A failed reporting and complaints system.

I have noticed that there is an option to select Lewisham Homes on my fix my street but not Regenter or Pinnacle so I guess Pinnacle is right and Lewisham Council is wrong. My service charge does not include bins but my Council Tax does so Lewisham Council is responsible but continues to do anything about it.","Missed recycling collection: Our main recycling bin has been full for over 10 days now. It was full before it was marked as contaminated over a week ago. Pinnacle have confirmed that they do not deal with these issues and they should be reported to Lewisham Council. Lewisham Council has said the opposite. For 15 months our block has lacked recycling capacity so we continue to dispose of recyclables in the normal waste bins. Neither Lewisham Council or Pinnacle seem to be accountable. A failed reporting and complaints system.

I have noticed that there is an option to select Lewisham Homes on my fix my street but not Regenter or Pinnacle so I guess Pinnacle is right and Lewisham Council is wrong. My service charge does not include bins but my Council Tax does so Lewisham Council is responsible but continues to do anything about it.",51.45836,Missed Collection,2021-07-21T17:10:32+01:00,['Lewisham Borough Council'],,
-0.034977,desktop,Missed Collection,open,Overflowing recycle bins again,2021-07-16T20:54:45+01:00,2870515,2021-07-16T20:54:45+01:00,,"For over one year residents have documented and reported a lack of recycling bin capacity for the block which is due to inappropriate bin lid types which means only one bin may be used. For over one year Pinnacle ignored these requests and Lewisham Council stated there was adequate bin capacity regardless of the photos. The Council then said the issue was due to contamination even though no red tags had been placed on the bins for a year. In the last month red contamination tags have been placed on the bins, after the bins were already full, and these tags have remained full for days after, so like the previous 15 months residents have been forced to place recyclables in the normal waste bins because of a lack of recycling bin capacity. Pinnacle (Regenter) have said that Lewisham Council is responsible for bin capacity and Lewisham Council has stated that Pinnacle (Regenter) is responsible so for over a year 1/4-1/3 of our recyclables have gone into normal waste bins and no-one is accountable for this.

Lewisham Council's default for these issues is to blame residents and state contamination. This is misleading and does not solve problems. Recycling bins are full long before collection dates, and even if there is contamination (which was not the case for over a year because no red tags) the contamination is limited and does not explain why the bins are full.

Overflowing recycling bins are then left for days, sometimes a week so residents have no choice but to throw away recyclables in normal waste bins.

Lewisham Council and Pinnacle's complaints system is based on apathy and grinding residents down so that their expectations are low enough to meet the Council's dismal and misleading standards.","Overflowing recycle bins again: For over one year residents have documented and reported a lack of recycling bin capacity for the block which is due to inappropriate bin lid types which means only one bin may be used. For over one year Pinnacle ignored these requests and Lewisham Council stated there was adequate bin capacity regardless of the photos. The Council then said the issue was due to contamination even though no red tags had been placed on the bins for a year. In the last month red contamination tags have been placed on the bins, after the bins were already full, and these tags have remained full for days after, so like the previous 15 months residents have been forced to place recyclables in the normal waste bins because of a lack of recycling bin capacity. Pinnacle (Regenter) have said that Lewisham Council is responsible for bin capacity and Lewisham Council has stated that Pinnacle (Regenter) is responsible so for over a year 1/4-1/3 of our recyclables have gone into normal waste bins and no-one is accountable for this.

Lewisham Council's default for these issues is to blame residents and state contamination. This is misleading and does not solve problems. Recycling bins are full long before collection dates, and even if there is contamination (which was not the case for over a year because no red tags) the contamination is limited and does not explain why the bins are full.

Overflowing recycling bins are then left for days, sometimes a week so residents have no choice but to throw away recyclables in normal waste bins.

Lewisham Council and Pinnacle's complaints system is based on apathy and grinding residents down so that their expectations are low enough to meet the Council's dismal and misleading standards.",51.458408,Missed Collection,2021-07-16T20:54:41+01:00,['Lewisham Borough Council'],,
-0.046267,desktop,Tree,open,Overgrown Tree,2021-07-15T15:02:37+01:00,2867332,2021-08-12T15:35:48+01:00,https://www.fixmystreet.com/photo/2867332.0.full.jpeg?3a35e0fb,"The tree outside number 1 Aylward Road is growing out of control the branches are almost touching my home and the debris from the tree is damaging the bodywork / paintwork of my car which is not even a year old yet, I have been told LB Lewisham I might be eligible for compensation which I will look into Please arrange for this tree to be cropped.","Overgrown Tree: The tree outside number 1 Aylward Road is growing out of control the branches are almost touching my home and the debris from the tree is damaging the bodywork / paintwork of my car which is not even a year old yet, I have been told LB Lewisham I might be eligible for compensation which I will look into Please arrange for this tree to be cropped.",51.436031,Tree,2021-07-15T15:02:35+01:00,['Lewisham Borough Council'],,
-0.046418,desktop,Tree,open,Every Tree in the road are now very overgrown,2021-07-14T13:51:03+01:00,2864420,2021-08-11T14:05:39+01:00,https://www.fixmystreet.com/photo/2864420.0.full.jpeg?5d76dd36,"Every Tree in the road are now so overgrown it has made the road dangerous, people cannot use the foot paths and are forced to walk in the road, Mums and their children going to and from Perry Mount School use our road and even though there are speed humps in the road cars exceed the speed limit all the time. The trees need cropping back for there is a accident people v cars.","Every Tree in the road are now very overgrown: Every Tree in the road are now so overgrown it has made the road dangerous, people cannot use the foot paths and are forced to walk in the road, Mums and their children going to and from Perry Mount School use our road and even though there are speed humps in the road cars exceed the speed limit all the time. The trees need cropping back for there is a accident people v cars.",51.436005,Tree,2021-07-14T13:51:02+01:00,['Lewisham Borough Council'],,
-0.046348,desktop,Tree,open,Tree In Aylward Road,2021-07-06T14:31:13+01:00,2844957,2021-08-31T20:56:11+01:00,https://www.fixmystreet.com/photo/2844957.0.full.jpeg?bfe63fe4,"Lewisham tree section thank you for telling me the the tree outside 1 Aylward SE23 is due to be cut back in July / August however please can you have this work done as soon as possible You can see from the attached pictures how close it has grown to my house and car, my car is less then a year old and the paintwork is being damaged by debris from the tree I has to park under the tree as that is where my disabled bay is marked out as I am unable to walk far and need to park there. Thank you.","Tree In Aylward Road: Lewisham tree section thank you for telling me the the tree outside 1 Aylward SE23 is due to be cut back in July / August however please can you have this work done as soon as possible You can see from the attached pictures how close it has grown to my house and car, my car is less then a year old and the paintwork is being damaged by debris from the tree I has to park under the tree as that is where my disabled bay is marked out as I am unable to walk far and need to park there. Thank you.",51.436085,Tree,2021-07-06T14:31:06+01:00,['Lewisham Borough Council'],,1.0
